,LX.GGNV..HHE,LX.GGNV..HHN,LX.GGNV..HHZ,LX.GGNV..BHZ
3787,1856.0,1157,514.0,
3788,1643.0,1181,593.0,
3789,1526.0,1204,686.0,
3790,1388.0,1172,871.0,
3791,1329.0,1104,914.0,
3792,1339.0,1179,695.0,
3793,1515.0,1263,477.0,
3794,1930.0,1308,434.0,
3795,2282.0,1244,437.0,
3796,2400.0,1076,378.0,
3797,2270.0,960,376.0,
3798,2037.0,910,506.0,
3799,1697.0,996,689.0,
3800,1360.0,1165,815.0,
3801,1462.0,1259,870.0,
3802,1907.0,1391,960.0,
3803,2149.0,1493,838.0,
3804,2079.0,1367,404.0,
3805,1927.0,1080,100.0,
3806,1713.0,753,96.0,
3807,1474.0,567,215.0,
3808,1361.0,618,278.0,
3809,1502.0,820,411.0,
3810,1829.0,1042,601.0,
3811,1947.0,1198,627.0,
3812,1833.0,1275,517.0,
3813,1827.0,1290,433.0,
3814,1910.0,1236,597.0,
3815,1768.0,1195,722.0,
3816,1317.0,1230,478.0,
3817,1222.0,1259,270.0,
3818,1680.0,1217,355.0,
3819,1876.0,1158,602.0,
3820,1735.0,1136,703.0,
3821,1766.0,1076,583.0,
3822,1923.0,962,425.0,
3823,1881.0,809,199.0,
3824,1670.0,720,85.0,
3825,1582.0,871,167.0,
3826,1773.0,1174,221.0,
3827,2015.0,1416,145.0,
3828,2098.0,1488,-26.0,
3829,2331.0,1377,-32.0,
3830,2667.0,1184,290.0,
3831,2515.0,938,647.0,
3832,1978.0,709,716.0,
3833,1617.0,705,657.0,
3834,1564.0,942,760.0,
3835,1598.0,1214,724.0,
3836,1598.0,1274,425.0,
3837,1745.0,1134,184.0,
3838,1936.0,979,39.0,
3839,1825.0,918,67.0,
3840,1604.0,912,153.0,
3841,1599.0,897,240.0,
3842,1628.0,834,412.0,
3843,1429.0,821,470.0,
3844,1041.0,923,490.0,
3845,966.0,880,424.0,
3846,1253.0,791,283.0,
3847,1391.0,820,63.0,
3848,1379.0,850,-280.0,
3849,1339.0,738,-311.0,
3850,1550.0,528,79.0,
3851,1863.0,537,759.0,
3852,1657.0,747,1274.0,
3853,1444.0,944,1311.0,
3854,1462.0,961,940.0,
3855,1508.0,817,246.0,
3856,1690.0,682,-448.0,
3857,1599.0,673,-682.0,
3858,1576.0,681,-198.0,
3859,1677.0,598,365.0,
3860,1677.0,534,526.0,
3861,1841.0,472,559.0,
3862,1812.0,507,679.0,
3863,1703.0,718,749.0,
3864,1538.0,1032,504.0,
3865,1502.0,1219,-64.0,
3866,1765.0,1072,-485.0,
3867,1851.0,865,-436.0,
3868,1795.0,867,-247.0,
3869,1666.0,918,47.0,
3870,1778.0,888,421.0,
3871,1950.0,1034,538.0,
3872,1688.0,1363,396.0,
3873,1536.0,1461,219.0,
3874,1756.0,1163,207.0,
3875,1799.0,750,260.0,
3876,1453.0,614,142.0,
3877,1168.0,806,-13.0,
3878,1275.0,1099,169.0,
3879,1394.0,1081,470.0,
3880,1330.0,823,454.0,
3881,1457.0,729,168.0,
3882,1741.0,721,-110.0,
3883,1876.0,898,-175.0,
3884,1739.0,1059,-22.0,
3885,1479.0,981,138.0,
3886,1364.0,1023,258.0,
3887,1499.0,1106,353.0,
3888,1452.0,1215,196.0,
3889,1257.0,1268,10.0,
3890,1295.0,948,93.0,
3891,1314.0,687,210.0,
3892,1245.0,781,116.0,
3893,1033.0,1030,44.0,
3894,1149.0,1180,198.0,
3895,1609.0,1229,377.0,
3896,1637.0,1391,364.0,
3897,1274.0,1336,250.0,
3898,1005.0,939,231.0,
3899,1143.0,589,254.0,
3900,1319.0,580,161.0,
3901,1360.0,846,50.0,
3902,1530.0,1048,125.0,
3903,1762.0,1163,248.0,
3904,1717.0,1176,292.0,
3905,1537.0,1049,185.0,
3906,1651.0,848,183.0,
3907,1911.0,754,422.0,
3908,2013.0,821,354.0,
3909,1646.0,783,18.0,
3910,1350.0,600,-47.0,
3911,1427.0,536,106.0,
3912,1452.0,833,124.0,
3913,1550.0,1198,3.0,
3914,1766.0,1147,10.0,
3915,2126.0,734,249.0,
3916,2166.0,487,392.0,
3917,1772.0,525,237.0,
3918,1534.0,521,95.0,
3919,1421.0,518,92.0,
3920,1408.0,694,-20.0,
3921,1477.0,976,-303.0,
3922,1555.0,1153,-418.0,
3923,1570.0,1178,-231.0,
3924,1373.0,1166,47.0,
3925,1126.0,1271,243.0,
3926,1159.0,1284,481.0,
3927,1304.0,974,765.0,
3928,1102.0,675,711.0,
3929,936.0,611,275.0,
3930,1150.0,750,-158.0,
3931,1507.0,1054,-210.0,
3932,1568.0,1374,-96.0,
3933,1430.0,1575,-9.0,
3934,1531.0,1676,144.0,
3935,1691.0,1710,325.0,
3936,1549.0,1617,508.0,
3937,1150.0,1413,382.0,
3938,1048.0,1247,136.0,
3939,1088.0,1345,2.0,
3940,1011.0,1494,-238.0,
3941,1038.0,1497,-214.0,
3942,1405.0,1471,63.0,
3943,1833.0,1309,343.0,
3944,1869.0,1117,535.0,
3945,1556.0,954,315.0,
3946,1194.0,792,-79.0,
3947,978.0,746,-323.0,
3948,618.0,833,-321.0,
3949,458.0,922,-232.0,
3950,774.0,911,-48.0,
3951,1250.0,847,282.0,
3952,1435.0,734,398.0,
3953,1404.0,650,410.0,
3954,1536.0,610,315.0,
3955,1602.0,715,106.0,
3956,1454.0,974,-138.0,
3957,1109.0,1102,-409.0,
3958,1084.0,1096,-373.0,
3959,1341.0,1061,-189.0,
3960,1300.0,1024,43.0,
3961,1207.0,977,276.0,
3962,1293.0,823,458.0,
3963,1527.0,702,669.0,
3964,1579.0,843,538.0,
3965,1377.0,1078,119.0,
3966,1442.0,1179,-173.0,
3967,1668.0,1227,-54.0,
3968,1675.0,1326,229.0,
3969,1453.0,1365,358.0,
3970,1314.0,1264,418.0,
3971,1433.0,1153,350.0,
3972,1490.0,1152,212.0,
3973,1463.0,1285,1.0,
3974,1562.0,1228,-67.0,
3975,1788.0,966,143.0,
3976,1784.0,826,303.0,
3977,1599.0,811,276.0,
3978,1594.0,901,125.0,
3979,1646.0,955,225.0,
3980,1651.0,994,400.0,
3981,1393.0,1069,291.0,
3982,1228.0,994,192.0,
3983,1358.0,825,122.0,
3984,1248.0,767,51.0,
3985,947.0,886,-78.0,
3986,770.0,884,-83.0,
3987,860.0,654,303.0,
3988,1022.0,654,641.0,
3989,1139.0,839,492.0,
3990,1280.0,907,48.0,
3991,1474.0,892,-78.0,
3992,1590.0,824,-19.0,
3993,1410.0,965,-189.0,
3994,1225.0,1060,-286.0,
3995,1245.0,836,-104.0,
3996,1179.0,766,308.0,
3997,1092.0,945,679.0,
3998,1203.0,1086,965.0,
3999,1446.0,1199,1171.0,
4000,1622.0,1433,1087.0,
4001,1597.0,1484,633.0,
4002,1544.0,1261,-55.0,
4003,1494.0,867,-299.0,
4004,1411.0,591,-158.0,
4005,1357.0,725,-100.0,
4006,1442.0,838,-22.0,
4007,1630.0,1009,232.0,
4008,1558.0,1153,680.0,
4009,1417.0,1239,970.0,
4010,1555.0,1243,793.0,
4011,1785.0,795,106.0,
4012,1802.0,422,-761.0,
4013,1600.0,414,-1111.0,
4014,1493.0,801,-616.0,
4015,1408.0,1258,338.0,
4016,1241.0,1367,1131.0,
4017,1009.0,1319,1131.0,
4018,836.0,1064,564.0,
4019,1047.0,705,270.0,
4020,1269.0,512,149.0,
4021,1305.0,558,153.0,
4022,1431.0,733,365.0,
4023,1526.0,929,616.0,
4024,1484.0,1085,856.0,
4025,1348.0,1153,826.0,
4026,1291.0,1262,637.0,
4027,1500.0,1277,497.0,
4028,1837.0,1148,302.0,
4029,1800.0,1080,112.0,
4030,1441.0,1102,226.0,
4031,1283.0,1052,512.0,
4032,1192.0,891,688.0,
4033,1176.0,974,630.0,
4034,1402.0,1145,305.0,
4035,1665.0,988,104.0,
4036,1534.0,811,141.0,
4037,1052.0,761,282.0,
4038,927.0,770,484.0,
4039,1131.0,757,620.0,
4040,1385.0,724,575.0,
4041,1503.0,734,290.0,
4042,1309.0,664,98.0,
4043,1220.0,639,315.0,
4044,1087.0,585,633.0,
4045,838.0,786,727.0,
4046,901.0,1369,605.0,
4047,1072.0,1706,434.0,
4048,1275.0,1537,440.0,
4049,1464.0,1108,546.0,
4050,1540.0,902,490.0,
4051,1666.0,815,512.0,
4052,1546.0,738,399.0,
4053,1038.0,746,-87.0,
4054,799.0,820,-475.0,
4055,976.0,919,-412.0,
4056,1096.0,886,272.0,
4057,1084.0,1061,931.0,
4058,1181.0,1271,1101.0,
4059,1416.0,1398,1050.0,
4060,1571.0,1477,875.0,
4061,1542.0,1332,560.0,
4062,1347.0,1255,67.0,
4063,1277.0,1257,-179.0,
4064,1257.0,1317,32.0,
4065,1006.0,1239,187.0,
4066,770.0,1012,226.0,
4067,769.0,718,466.0,
4068,927.0,495,924.0,
4069,975.0,579,1194.0,
4070,1035.0,814,925.0,
4071,1205.0,927,513.0,
4072,1247.0,792,226.0,
4073,1071.0,812,-20.0,
4074,925.0,895,-102.0,
4075,1096.0,1100,99.0,
4076,1302.0,1337,611.0,
4077,1308.0,1398,965.0,
4078,1155.0,1406,859.0,
4079,1086.0,1083,654.0,
4080,1203.0,680,537.0,
4081,1172.0,559,496.0,
4082,835.0,807,528.0,
4083,584.0,968,591.0,
4084,709.0,1024,559.0,
4085,959.0,1099,437.0,
4086,1107.0,1029,391.0,
4087,1336.0,920,594.0,
4088,1613.0,810,898.0,
4089,1414.0,932,867.0,
4090,942.0,1045,488.0,
4091,702.0,1072,184.0,
4092,741.0,1042,306.0,
4093,907.0,1092,600.0,
4094,986.0,1266,655.0,
4095,1021.0,1357,617.0,
4096,1144.0,1353,611.0,
4097,1193.0,1125,496.0,
4098,1196.0,971,380.0,
4099,1358.0,852,533.0,
4100,1397.0,786,693.0,
4101,1154.0,910,558.0,
4102,783.0,1115,357.0,
4103,678.0,1304,228.0,
4104,1092.0,1257,211.0,
4105,1471.0,1230,169.0,
4106,1494.0,1207,80.0,
4107,1521.0,1164,141.0,
4108,1613.0,1273,340.0,
4109,1535.0,1427,525.0,
4110,1257.0,1596,427.0,
4111,1020.0,1412,347.0,
4112,916.0,1054,509.0,
4113,842.0,985,619.0,
4114,960.0,1127,512.0,
4115,1029.0,1381,228.0,
4116,993.0,1449,123.0,
4117,1087.0,1421,137.0,
4118,1038.0,1455,227.0,
4119,1014.0,1365,458.0,
4120,1144.0,1220,516.0,
4121,1203.0,1213,286.0,
4122,1115.0,1280,19.0,
4123,1082.0,1201,166.0,
4124,1335.0,995,516.0,
4125,1447.0,866,623.0,
4126,1278.0,984,465.0,
4127,1170.0,1105,377.0,
4128,1158.0,1051,532.0,
4129,1071.0,1007,643.0,
4130,896.0,1004,614.0,
4131,1026.0,1132,517.0,
4132,1298.0,1411,487.0,
4133,1417.0,1690,449.0,
4134,1525.0,1814,276.0,
4135,1591.0,1732,101.0,
4136,1721.0,1505,21.0,
4137,1635.0,1184,123.0,
4138,1396.0,1034,255.0,
4139,1400.0,986,288.0,
4140,1389.0,922,375.0,
4141,1148.0,1047,386.0,
4142,761.0,1146,221.0,
4143,702.0,1186,171.0,
4144,904.0,1348,387.0,
4145,888.0,1609,556.0,
4146,769.0,1808,439.0,
4147,786.0,1741,268.0,
4148,1120.0,1587,276.0,
4149,1334.0,1465,238.0,
4150,1090.0,1362,151.0,
4151,845.0,1316,139.0,
4152,827.0,1287,128.0,
4153,757.0,1311,189.0,
4154,489.0,1417,211.0,
4155,494.0,1455,288.0,
4156,864.0,1279,373.0,
4157,1174.0,956,176.0,
4158,1338.0,791,-107.0,
4159,1615.0,833,-137.0,
4160,1911.0,959,152.0,
4161,1885.0,1142,356.0,
4162,1699.0,1220,312.0,
4163,1599.0,1325,208.0,
4164,1518.0,1359,129.0,
4165,1421.0,1324,88.0,
4166,1338.0,1269,19.0,
4167,1305.0,1094,104.0,
4168,1326.0,1137,244.0,
4169,1208.0,1289,264.0,
4170,1125.0,1369,216.0,
4171,1250.0,1300,249.0,
4172,1469.0,1120,613.0,
4173,1484.0,1032,931.0,
4174,1302.0,1008,890.0,
4175,1346.0,1101,627.0,
4176,1399.0,1273,320.0,
4177,1247.0,1493,88.0,
4178,1058.0,1715,-281.0,
4179,1061.0,1650,-469.0,
4180,1207.0,1372,-69.0,
4181,1079.0,1230,392.0,
4182,815.0,1186,507.0,
4183,806.0,1167,360.0,
4184,1108.0,1233,265.0,
4185,1512.0,1184,322.0,
4186,1557.0,960,279.0,
4187,1461.0,839,334.0,
4188,1551.0,1037,614.0,
4189,1371.0,1443,669.0,
4190,942.0,1643,366.0,
4191,856.0,1546,118.0,
4192,1114.0,1450,148.0,
4193,1226.0,1411,254.0,
4194,1220.0,1371,264.0,
4195,1472.0,1292,146.0,
4196,1784.0,1057,113.0,
4197,1576.0,821,273.0,
4198,991.0,734,284.0,
4199,640.0,766,190.0,
4200,831.0,1020,197.0,
4201,1413.0,1420,200.0,
4202,1721.0,1625,68.0,
4203,1682.0,1535,-31.0,
4204,1758.0,1279,36.0,
4205,1686.0,1110,157.0,
4206,1303.0,1145,213.0,
4207,1152.0,1205,262.0,
4208,1386.0,1070,388.0,
4209,1665.0,941,344.0,
4210,1617.0,1005,190.0,
4211,1327.0,1122,36.0,
4212,1234.0,1272,-48.0,
4213,1327.0,1353,120.0,
4214,1324.0,1450,287.0,
4215,1251.0,1470,441.0,
4216,1270.0,1427,664.0,
4217,1200.0,1523,580.0,
4218,1041.0,1585,156.0,
4219,1113.0,1444,-200.0,
4220,1584.0,1092,-159.0,
4221,1919.0,850,152.0,
4222,1774.0,787,380.0,
4223,1688.0,886,515.0,
4224,1537.0,1114,568.0,
4225,1325.0,1314,555.0,
4226,1174.0,1514,383.0,
4227,1058.0,1677,63.0,
4228,1150.0,1667,54.0,
4229,1158.0,1489,314.0,
4230,1189.0,1335,623.0,
4231,1431.0,1131,722.0,
4232,1806.0,938,433.0,
4233,1966.0,933,7.0,
4234,1684.0,1112,-511.0,
4235,1408.0,1264,-649.0,
4236,1393.0,1159,-105.0,
4237,1538.0,1053,628.0,
4238,1628.0,1023,1010.0,
4239,1606.0,1068,776.0,
4240,1736.0,1163,379.0,
4241,2091.0,1163,210.0,
4242,2080.0,1150,136.0,
4243,1716.0,1173,143.0,
4244,1582.0,1175,326.0,
4245,1568.0,1101,551.0,
4246,1518.0,958,568.0,
4247,1438.0,871,353.0,
4248,1510.0,849,139.0,
4249,1616.0,837,88.0,
4250,1620.0,1022,64.0,
4251,1602.0,1235,192.0,
4252,1380.0,1337,548.0,
4253,1066.0,1430,830.0,
4254,735.0,1378,820.0,
4255,677.0,1262,554.0,
4256,1051.0,1105,194.0,
4257,1373.0,964,-164.0,
4258,1408.0,999,-340.0,
4259,1302.0,1097,-316.0,
4260,1357.0,1161,35.0,
4261,1451.0,1172,564.0,
4262,1296.0,1163,730.0,
4263,1112.0,1211,473.0,
4264,1188.0,1333,185.0,
4265,1345.0,1342,79.0,
4266,1228.0,1306,2.0,
4267,1076.0,1377,-46.0,
4268,1221.0,1355,231.0,
4269,1407.0,1141,580.0,
4270,1359.0,1066,513.0,
4271,1259.0,1293,278.0,
4272,1250.0,1394,200.0,
4273,1315.0,1357,359.0,
4274,1224.0,1385,582.0,
4275,1099.0,1394,825.0,
4276,1359.0,1254,1066.0,
4277,1800.0,1090,1105.0,
4278,2038.0,1161,827.0,
4279,1985.0,1276,267.0,
4280,2058.0,1241,-141.0,
4281,2061.0,1070,-217.0,
4282,1776.0,869,-82.0,
4283,1505.0,787,408.0,
4284,1297.0,715,1026.0,
4285,1345.0,673,1216.0,
4286,1378.0,787,861.0,
4287,1188.0,1009,108.0,
4288,1222.0,1121,-353.0,
4289,1567.0,996,-153.0,
4290,1618.0,972,33.0,
4291,1345.0,1012,96.0,
4292,1229.0,905,406.0,
4293,1257.0,650,861.0,
4294,1114.0,450,1162.0,
4295,882.0,491,1009.0,
4296,1023.0,575,540.0,
4297,1340.0,654,289.0,
4298,1542.0,758,256.0,
4299,1526.0,864,107.0,
4300,1357.0,874,-17.0,
4301,1345.0,926,191.0,
4302,1116.0,1138,611.0,
4303,661.0,1316,847.0,
4304,640.0,1301,861.0,
4305,838.0,1052,903.0,
4306,948.0,870,892.0,
4307,1085.0,868,632.0,
4308,1280.0,955,451.0,
4309,1454.0,1200,543.0,
4310,1351.0,1376,552.0,
4311,1035.0,1372,280.0,
4312,869.0,1362,56.0,
4313,968.0,1252,321.0,
4314,985.0,1207,689.0,
4315,1003.0,1229,819.0,
4316,1418.0,1076,878.0,
4317,1852.0,1084,908.0,
4318,1759.0,1204,948.0,
4319,1314.0,1269,676.0,
4320,940.0,1325,185.0,
4321,874.0,1304,3.0,
4322,1062.0,1439,87.0,
4323,1149.0,1477,195.0,
4324,1330.0,1190,421.0,
4325,1655.0,978,834.0,
4326,1650.0,953,992.0,
4327,1222.0,1086,804.0,
4328,879.0,1224,431.0,
4329,992.0,1176,14.0,
4330,1019.0,1102,-67.0,
4331,783.0,1166,123.0,
4332,735.0,1196,382.0,
4333,915.0,1129,716.0,
4334,1018.0,1210,899.0,
4335,848.0,1353,649.0,
4336,800.0,1146,346.0,
4337,1055.0,625,224.0,
4338,1270.0,323,195.0,
4339,1275.0,481,246.0,
4340,1234.0,715,339.0,
4341,1253.0,762,692.0,
4342,1071.0,911,1028.0,
4343,862.0,1142,1019.0,
4344,983.0,1256,722.0,
4345,1375.0,1108,390.0,
4346,1689.0,840,92.0,
4347,1718.0,1007,-229.0,
4348,1698.0,1345,-289.0,
4349,1733.0,1473,-89.0,
4350,1550.0,1660,360.0,
4351,1232.0,1951,814.0,
4352,1161.0,1942,990.0,
4353,1272.0,1565,967.0,
4354,1297.0,1227,666.0,
4355,1260.0,1088,268.0,
4356,1326.0,1173,208.0,
4357,1407.0,1268,485.0,
4358,1332.0,1295,744.0,
4359,914.0,1405,833.0,
4360,482.0,1472,631.0,
4361,454.0,1565,274.0,
4362,586.0,1655,57.0,
4363,628.0,1649,13.0,
4364,686.0,1580,122.0,
4365,1039.0,1171,489.0,
4366,1319.0,689,709.0,
4367,1169.0,595,485.0,
4368,946.0,677,236.0,
4369,1059.0,914,62.0,
4370,1197.0,1109,146.0,
4371,944.0,1121,386.0,
4372,698.0,1158,518.0,
4373,820.0,1182,587.0,
4374,1116.0,1290,538.0,
4375,1223.0,1350,326.0,
4376,1357.0,1456,67.0,
4377,1426.0,1589,-2.0,
4378,1182.0,1533,29.0,
4379,955.0,1511,79.0,
4380,852.0,1328,329.0,
4381,1152.0,1211,707.0,
4382,1593.0,1358,955.0,
4383,1590.0,1487,902.0,
4384,1443.0,1648,607.0,
4385,1521.0,1760,447.0,
4386,1526.0,1854,337.0,
4387,1246.0,2018,134.0,
4388,973.0,2081,72.0,
4389,997.0,1912,221.0,
4390,1100.0,1592,520.0,
4391,1084.0,1284,686.0,
4392,1313.0,1145,572.0,
4393,1695.0,1136,505.0,
4394,1839.0,1111,467.0,
4395,1496.0,1131,314.0,
4396,927.0,1222,365.0,
4397,595.0,1328,588.0,
4398,454.0,1290,730.0,
4399,399.0,1263,561.0,
4400,366.0,1238,353.0,
4401,725.0,1013,441.0,
4402,1315.0,876,672.0,
4403,1543.0,794,837.0,
4404,1554.0,782,693.0,
4405,1402.0,907,501.0,
4406,1289.0,1044,389.0,
4407,1072.0,1222,206.0,
4408,726.0,1282,72.0,
4409,856.0,1230,171.0,
4410,1020.0,1192,375.0,
4411,942.0,1151,444.0,
4412,1055.0,1148,502.0,
4413,1281.0,1149,670.0,
4414,1342.0,1134,783.0,
4415,1180.0,1150,547.0,
4416,1004.0,1216,250.0,
4417,1012.0,1332,211.0,
4418,1230.0,1476,385.0,
4419,1395.0,1641,499.0,
4420,1341.0,1621,420.0,
4421,1431.0,1385,417.0,
4422,1650.0,1151,352.0,
4423,1518.0,1005,89.0,
4424,1182.0,1095,-225.0,
4425,986.0,1228,-182.0,
4426,832.0,1363,319.0,
4427,836.0,1596,714.0,
4428,1108.0,1766,751.0,
4429,1348.0,1818,676.0,
4430,1380.0,1514,661.0,
4431,1087.0,1098,540.0,
4432,761.0,886,255.0,
4433,775.0,773,65.0,
4434,781.0,708,53.0,
4435,895.0,869,101.0,
4436,1273.0,1247,251.0,
4437,1651.0,1353,404.0,
4438,1772.0,1230,470.0,
4439,1401.0,990,540.0,
4440,1201.0,657,550.0,
4441,1302.0,537,516.0,
4442,1364.0,654,483.0,
4443,1451.0,793,345.0,
4444,1224.0,863,-24.0,
4445,953.0,876,-263.0,
4446,917.0,656,-148.0,
4447,776.0,546,12.0,
4448,791.0,729,272.0,
4449,1116.0,921,610.0,
4450,1403.0,1107,745.0,
4451,1396.0,1120,563.0,
4452,1001.0,1208,301.0,
4453,719.0,1347,90.0,
4454,789.0,1297,-47.0,
4455,1037.0,1292,-68.0,
4456,1285.0,1251,-114.0,
4457,1245.0,1096,5.0,
4458,1025.0,1017,404.0,
4459,899.0,1167,786.0,
4460,1077.0,1358,793.0,
4461,1538.0,1411,505.0,
4462,1822.0,1319,161.0,
4463,1529.0,1218,-204.0,
4464,1082.0,1287,-339.0,
4465,1132.0,1349,-202.0,
4466,1378.0,1206,151.0,
4467,1418.0,1057,541.0,
4468,1416.0,1024,570.0,
4469,1498.0,942,361.0,
4470,1414.0,758,68.0,
4471,1123.0,568,-169.0,
4472,1013.0,694,-227.0,
4473,1202.0,1031,-99.0,
4474,1644.0,1080,152.0,
4475,1873.0,1026,249.0,
4476,1602.0,1084,154.0,
4477,1416.0,1034,-9.0,
4478,1475.0,1058,57.0,
4479,1558.0,989,204.0,
4480,1553.0,798,234.0,
4481,1449.0,880,241.0,
4482,1330.0,946,98.0,
4483,1070.0,967,49.0,
4484,751.0,943,9.0,
4485,622.0,810,-93.0,
4486,814.0,729,-9.0,
4487,1035.0,772,-61.0,
4488,1093.0,920,-146.0,
4489,1269.0,944,25.0,
4490,1397.0,903,224.0,
4491,1224.0,897,240.0,
4492,951.0,901,101.0,
4493,974.0,793,20.0,
4494,1279.0,696,80.0,
4495,1336.0,799,137.0,
4496,1127.0,852,21.0,
4497,1132.0,864,-152.0,
4498,1550.0,871,-127.0,
4499,1860.0,828,-41.0,
4500,1730.0,775,105.0,
4501,1564.0,746,346.0,
4502,1486.0,779,495.0,
4503,1398.0,856,514.0,
4504,1102.0,1054,199.0,
4505,1042.0,1219,-81.0,
4506,1428.0,1144,-111.0,
4507,1703.0,912,-222.0,
4508,1754.0,763,-118.0,
4509,1662.0,779,273.0,
4510,1807.0,668,609.0,
4511,1932.0,624,713.0,
4512,1877.0,818,367.0,
4513,1875.0,984,-179.0,
4514,1707.0,1085,-415.0,
4515,1388.0,1096,-527.0,
4516,827.0,980,-353.0,
4517,607.0,723,233.0,
4518,1159.0,493,695.0,
4519,1502.0,440,781.0,
4520,1404.0,624,425.0,
4521,1193.0,849,56.0,
4522,1133.0,1014,-42.0,
4523,1614.0,1050,-154.0,
4524,1945.0,832,-237.0,
4525,1866.0,765,-25.0,
4526,1778.0,726,433.0,
4527,1580.0,693,533.0,
4528,1284.0,671,-34.0,
4529,1223.0,538,-590.0,
4530,1610.0,529,-547.0,
4531,1667.0,543,-258.0,
4532,1167.0,729,44.0,
4533,928.0,729,417.0,
4534,1067.0,522,798.0,
4535,1440.0,559,1044.0,
4536,1582.0,549,727.0,
4537,1358.0,488,8.0,
4538,1481.0,493,-569.0,
4539,1802.0,651,-690.0,
4540,1851.0,816,-328.0,
4541,1734.0,769,234.0,
4542,1565.0,701,696.0,
4543,1450.0,777,688.0,
4544,1526.0,874,382.0,
4545,1671.0,819,88.0,
4546,1685.0,686,-21.0,
4547,1539.0,680,94.0,
4548,1326.0,780,-9.0,
4549,1217.0,745,-209.0,
4550,1270.0,665,-128.0,
4551,1528.0,644,230.0,
4552,1683.0,647,488.0,
4553,1987.0,564,519.0,
4554,2668.0,501,505.0,
4555,2865.0,595,253.0,
4556,2647.0,594,-43.0,
4557,2360.0,612,-175.0,
4558,2030.0,717,-72.0,
4559,1562.0,853,263.0,
4560,1201.0,997,407.0,
4561,1405.0,904,594.0,
4562,1557.0,766,1023.0,
4563,1585.0,795,1052.0,
4564,1553.0,760,607.0,
4565,1671.0,697,-28.0,
4566,2243.0,678,-495.0,
4567,2427.0,723,-449.0,
4568,2140.0,902,-169.0,
4569,1705.0,894,171.0,
4570,1430.0,999,467.0,
4571,1305.0,1357,655.0,
4572,929.0,1352,822.0,
4573,836.0,1127,866.0,
4574,1150.0,912,728.0,
4575,1588.0,831,292.0,
4576,1772.0,954,-330.0,
4577,1792.0,902,-580.0,
4578,1903.0,718,-238.0,
4579,1654.0,618,507.0,
4580,1302.0,616,1169.0,
4581,1344.0,836,1179.0,
4582,1645.0,1136,873.0,
4583,1744.0,1414,531.0,
4584,1559.0,1558,48.0,
4585,1440.0,1186,-279.0,
4586,1648.0,734,-369.0,
4587,1964.0,627,-257.0,
4588,1904.0,623,-113.0,
4589,1772.0,713,140.0,
4590,1909.0,712,745.0,
4591,1934.0,772,991.0,
4592,1836.0,1122,611.0,
4593,1893.0,1369,205.0,
4594,2169.0,1381,82.0,
4595,2178.0,1271,438.0,
4596,1753.0,1023,701.0,
4597,1523.0,767,499.0,
4598,1580.0,749,155.0,
4599,1714.0,918,-243.0,
4600,1882.0,1150,-291.0,
4601,2150.0,1180,-104.0,
4602,2320.0,915,180.0,
4603,2211.0,624,638.0,
4604,1809.0,426,943.0,
4605,1438.0,405,978.0,
4606,1479.0,473,886.0,
4607,1417.0,825,547.0,
4608,1156.0,1471,-171.0,
4609,1120.0,1816,-741.0,
4610,1341.0,1845,-648.0,
4611,1639.0,1584,60.0,
4612,1754.0,1159,741.0,
4613,1739.0,978,997.0,
4614,1772.0,932,955.0,
4615,1809.0,1156,554.0,
4616,1582.0,1530,66.0,
4617,1139.0,1615,-228.0,
4618,970.0,1583,-348.0,
4619,900.0,1397,-110.0,
4620,786.0,1148,244.0,
4621,973.0,1151,509.0,
4622,1374.0,1152,845.0,
4623,1701.0,1139,994.0,
4624,1725.0,1268,795.0,
4625,1751.0,1439,335.0,
4626,1752.0,1469,-77.0,
4627,1306.0,1307,16.0,
4628,817.0,1225,275.0,
4629,994.0,1275,401.0,
4630,1723.0,1389,579.0,
4631,2029.0,1506,750.0,
4632,1752.0,1497,728.0,
4633,1380.0,1230,475.0,
4634,1219.0,817,270.0,
4635,1325.0,657,83.0,
4636,1217.0,777,59.0,
4637,1234.0,885,340.0,
4638,1710.0,1109,617.0,
4639,1823.0,1502,657.0,
4640,1538.0,1654,120.0,
4641,1317.0,1644,-579.0,
4642,1358.0,1478,-618.0,
4643,1505.0,1074,-43.0,
4644,1270.0,819,498.0,
4645,1136.0,764,722.0,
4646,1264.0,899,665.0,
4647,1499.0,1207,487.0,
4648,1858.0,1488,277.0,
4649,1600.0,1739,-92.0,
4650,1329.0,1757,-180.0,
4651,1568.0,1417,-77.0,
4652,1517.0,1177,-17.0,
4653,1263.0,1141,208.0,
4654,1039.0,1228,451.0,
4655,800.0,1443,731.0,
4656,556.0,1664,690.0,
4657,694.0,1870,401.0,
4658,1268.0,1791,222.0,
4659,1638.0,1424,200.0,
4660,1733.0,1059,351.0,
4661,1800.0,987,237.0,
4662,1610.0,1208,113.0,
4663,1216.0,1208,139.0,
4664,963.0,1073,141.0,
4665,875.0,1046,227.0,
4666,1146.0,939,334.0,
4667,1245.0,827,491.0,
4668,866.0,688,449.0,
4669,565.0,538,397.0,
4670,800.0,527,687.0,
4671,1331.0,690,990.0,
4672,1519.0,1037,871.0,
4673,1375.0,1230,481.0,
4674,1097.0,1120,226.0,
4675,792.0,993,153.0,
4676,468.0,1116,155.0,
4677,727.0,1289,11.0,
4678,1315.0,1228,7.0,
