,LX.GGNV..HHE,LX.GGNV..HHN,LX.GGNV..HHZ,LX.GGNV..BHZ
1799,1258.0,1216,-172.0,
1800,1162.0,1250,-122.0,
1801,910.0,1499,14.0,
1802,854.0,1676,130.0,
1803,1032.0,1570,339.0,
1804,1074.0,1391,530.0,
1805,963.0,1364,294.0,
1806,1033.0,1389,6.0,
1807,1504.0,1306,5.0,
1808,1876.0,1140,164.0,
1809,1738.0,1150,297.0,
1810,1480.0,1309,339.0,
1811,1488.0,1413,501.0,
1812,1641.0,1419,578.0,
1813,1675.0,1244,471.0,
1814,1733.0,1081,348.0,
1815,1864.0,1044,314.0,
1816,1787.0,1047,330.0,
1817,1450.0,1182,151.0,
1818,1234.0,1361,-38.0,
1819,1388.0,1469,-10.0,
1820,1467.0,1584,214.0,
1821,1290.0,1570,468.0,
1822,1270.0,1253,619.0,
1823,1526.0,788,807.0,
1824,1688.0,443,831.0,
1825,1556.0,386,492.0,
1826,1548.0,560,142.0,
1827,1739.0,820,161.0,
1828,1748.0,1161,385.0,
1829,1474.0,1519,481.0,
1830,1145.0,1616,564.0,
1831,1153.0,1431,685.0,
1832,1353.0,1161,653.0,
1833,1369.0,986,469.0,
1834,1443.0,938,302.0,
1835,1629.0,870,367.0,
1836,1677.0,920,545.0,
1837,1584.0,1085,460.0,
1838,1376.0,1197,226.0,
1839,1319.0,1234,242.0,
1840,1427.0,1246,506.0,
1841,1437.0,1399,674.0,
1842,1418.0,1593,660.0,
1843,1424.0,1631,649.0,
1844,1468.0,1613,580.0,
1845,1406.0,1682,416.0,
1846,1236.0,1836,335.0,
1847,1313.0,1969,378.0,
1848,1455.0,2034,544.0,
1849,1346.0,1928,683.0,
1850,1329.0,1597,735.0,
1851,1544.0,1173,732.0,
1852,1750.0,881,606.0,
1853,1864.0,888,427.0,
1854,1856.0,1051,360.0,
1855,2006.0,1117,536.0,
1856,2122.0,1059,685.0,
1857,1776.0,1000,669.0,
1858,1344.0,919,641.0,
1859,1178.0,843,669.0,
1860,1319.0,809,718.0,
1861,1463.0,909,643.0,
1862,1468.0,1158,442.0,
1863,1678.0,1144,288.0,
1864,1911.0,923,393.0,
1865,1857.0,868,569.0,
1866,1654.0,944,704.0,
1867,1538.0,908,829.0,
1868,1569.0,772,778.0,
1869,1491.0,879,661.0,
1870,1332.0,1114,494.0,
1871,1336.0,1290,350.0,
1872,1414.0,1553,300.0,
1873,1326.0,1815,251.0,
1874,1185.0,1862,345.0,
1875,1280.0,1610,631.0,
1876,1395.0,1235,917.0,
1877,1305.0,1060,974.0,
1878,1171.0,1107,789.0,
1879,1191.0,1122,627.0,
1880,1345.0,1203,709.0,
1881,1459.0,1357,865.0,
1882,1480.0,1346,953.0,
1883,1503.0,1253,856.0,
1884,1558.0,1189,523.0,
1885,1503.0,1127,253.0,
1886,1369.0,1064,256.0,
1887,1366.0,993,655.0,
1888,1450.0,866,1162.0,
1889,1449.0,783,1207.0,
1890,1350.0,771,843.0,
1891,1300.0,737,533.0,
1892,1418.0,658,439.0,
1893,1535.0,545,484.0,
1894,1433.0,492,669.0,
1895,1302.0,451,881.0,
1896,1202.0,398,873.0,
1897,1107.0,666,577.0,
1898,1266.0,1088,297.0,
1899,1415.0,1216,428.0,
1900,1447.0,1110,841.0,
1901,1546.0,985,1102.0,
1902,1577.0,1008,995.0,
1903,1659.0,1038,764.0,
1904,1613.0,975,537.0,
1905,1266.0,905,226.0,
1906,1032.0,929,192.0,
1907,1226.0,1025,502.0,
1908,1602.0,1092,834.0,
1909,1715.0,1299,1030.0,
1910,1641.0,1538,953.0,
1911,1485.0,1611,796.0,
1912,1354.0,1511,727.0,
1913,1271.0,1274,651.0,
1914,1149.0,1149,698.0,
1915,1170.0,1183,864.0,
1916,1288.0,1264,950.0,
1917,1286.0,1292,822.0,
1918,1069.0,1217,675.0,
1919,799.0,1207,822.0,
1920,844.0,1270,1056.0,
1921,1076.0,1197,982.0,
1922,1205.0,1017,549.0,
1923,1354.0,954,198.0,
1924,1435.0,997,211.0,
1925,1305.0,1001,368.0,
1926,1146.0,1086,564.0,
1927,1219.0,1192,795.0,
1928,1482.0,1205,1024.0,
1929,1578.0,1118,1025.0,
1930,1589.0,866,625.0,
1931,1790.0,721,139.0,
1932,2004.0,702,-18.0,
1933,1978.0,708,344.0,
1934,1675.0,804,1028.0,
1935,1432.0,915,1604.0,
1936,1444.0,1022,1616.0,
1937,1423.0,1107,983.0,
1938,1354.0,1204,133.0,
1939,1407.0,1305,-337.0,
1940,1565.0,1291,-85.0,
1941,1599.0,1158,569.0,
1942,1329.0,981,1086.0,
1943,1096.0,802,1274.0,
1944,1100.0,733,1168.0,
1945,1096.0,811,802.0,
1946,1080.0,963,418.0,
1947,1048.0,1031,367.0,
1948,1045.0,873,591.0,
1949,1061.0,721,774.0,
1950,858.0,632,714.0,
1951,791.0,512,550.0,
1952,1013.0,586,471.0,
1953,1100.0,761,352.0,
1954,1122.0,910,188.0,
1955,1207.0,1105,259.0,
1956,1353.0,1166,570.0,
1957,1490.0,1078,812.0,
1958,1506.0,1141,868.0,
1959,1564.0,1285,774.0,
1960,1673.0,1272,708.0,
1961,1689.0,1223,665.0,
1962,1606.0,1137,528.0,
1963,1518.0,987,357.0,
1964,1381.0,919,284.0,
1965,1204.0,1026,321.0,
1966,1191.0,1209,374.0,
1967,1346.0,1232,614.0,
1968,1558.0,1153,940.0,
1969,1767.0,1127,998.0,
1970,1863.0,1136,725.0,
1971,1841.0,1056,352.0,
1972,1796.0,998,207.0,
1973,1661.0,1054,174.0,
1974,1525.0,975,144.0,
1975,1404.0,824,413.0,
1976,1210.0,751,847.0,
1977,1113.0,741,1036.0,
1978,1065.0,811,861.0,
1979,1061.0,1004,589.0,
1980,1240.0,1281,507.0,
1981,1446.0,1370,586.0,
1982,1557.0,1209,628.0,
1983,1599.0,1088,472.0,
1984,1554.0,1088,323.0,
1985,1328.0,1166,160.0,
1986,1113.0,1255,49.0,
1987,1214.0,1260,257.0,
1988,1463.0,1172,553.0,
1989,1478.0,996,782.0,
1990,1190.0,826,879.0,
1991,952.0,593,916.0,
1992,870.0,430,833.0,
1993,853.0,702,470.0,
1994,1100.0,1183,139.0,
1995,1620.0,1379,107.0,
1996,1957.0,1341,357.0,
1997,1792.0,1174,575.0,
1998,1542.0,840,634.0,
1999,1589.0,534,619.0,
2000,1691.0,381,570.0,
2001,1591.0,594,432.0,
2002,1361.0,1011,152.0,
2003,1332.0,1178,47.0,
2004,1541.0,1135,131.0,
2005,1679.0,1036,231.0,
2006,1656.0,977,390.0,
2007,1619.0,979,537.0,
2008,1589.0,966,724.0,
2009,1424.0,963,825.0,
2010,1183.0,992,583.0,
2011,1093.0,1018,169.0,
2012,1165.0,1082,3.0,
2013,1314.0,1189,227.0,
2014,1330.0,1275,398.0,
2015,1301.0,1267,428.0,
2016,1397.0,1203,502.0,
2017,1345.0,1198,437.0,
2018,1238.0,1176,254.0,
2019,1234.0,1042,172.0,
2020,1327.0,895,345.0,
2021,1264.0,804,600.0,
2022,1053.0,761,639.0,
2023,1105.0,773,520.0,
2024,1219.0,863,251.0,
2025,1215.0,1054,-126.0,
2026,1073.0,1116,-452.0,
2027,1040.0,952,-464.0,
2028,1215.0,654,-58.0,
2029,1312.0,404,472.0,
2030,1377.0,505,902.0,
2031,1428.0,732,754.0,
2032,1553.0,806,259.0,
2033,1578.0,775,-88.0,
2034,1430.0,643,-275.0,
2035,1284.0,494,-7.0,
2036,1083.0,528,526.0,
2037,943.0,723,901.0,
2038,885.0,876,838.0,
2039,1013.0,878,461.0,
2040,1187.0,848,175.0,
2041,1257.0,952,32.0,
2042,1280.0,1063,-2.0,
2043,1342.0,1041,92.0,
2044,1576.0,915,372.0,
2045,1695.0,792,486.0,
2046,1727.0,780,182.0,
2047,1763.0,899,-121.0,
2048,1717.0,1017,-112.0,
2049,1462.0,1132,161.0,
2050,1057.0,1302,358.0,
2051,968.0,1228,370.0,
2052,1141.0,878,398.0,
2053,1135.0,731,365.0,
2054,999.0,967,221.0,
2055,1063.0,1242,88.0,
2056,1235.0,1327,128.0,
2057,1403.0,1303,337.0,
2058,1234.0,1166,312.0,
2059,928.0,1019,61.0,
2060,1053.0,939,-87.0,
2061,1288.0,856,-65.0,
2062,1400.0,807,-24.0,
2063,1368.0,794,17.0,
2064,1604.0,948,193.0,
2065,1973.0,1210,242.0,
2066,1892.0,1390,144.0,
2067,1676.0,1461,36.0,
2068,1639.0,1396,8.0,
2069,1645.0,1325,116.0,
2070,1425.0,1314,78.0,
2071,1200.0,1391,65.0,
2072,1389.0,1433,258.0,
2073,1581.0,1353,402.0,
2074,1370.0,1220,426.0,
2075,1186.0,1000,307.0,
2076,1282.0,877,70.0,
2077,1436.0,961,-130.0,
2078,1259.0,1173,-267.0,
2079,961.0,1205,-321.0,
2080,1042.0,1090,-61.0,
2081,1225.0,1098,302.0,
2082,1233.0,1105,310.0,
2083,1340.0,1082,130.0,
2084,1632.0,1065,-43.0,
2085,1665.0,1139,-150.0,
2086,1398.0,1221,-249.0,
2087,1145.0,1193,-262.0,
2088,1015.0,1093,111.0,
2089,1024.0,1053,493.0,
2090,1045.0,1150,498.0,
2091,997.0,1166,223.0,
2092,1078.0,1076,35.0,
2093,1206.0,999,159.0,
2094,1164.0,966,210.0,
2095,1079.0,1045,168.0,
2096,971.0,1221,216.0,
2097,976.0,1360,184.0,
2098,930.0,1442,-76.0,
2099,889.0,1370,-414.0,
2100,1277.0,1108,-426.0,
2101,1795.0,1012,-118.0,
2102,1924.0,1238,169.0,
2103,1608.0,1610,271.0,
2104,1388.0,1779,221.0,
2105,1305.0,1619,219.0,
2106,1313.0,1357,204.0,
2107,1405.0,1095,50.0,
2108,1410.0,1026,36.0,
2109,1533.0,1189,137.0,
2110,1511.0,1397,131.0,
2111,1286.0,1577,18.0,
2112,1285.0,1610,-31.0,
2113,1530.0,1446,56.0,
2114,1644.0,1321,122.0,
2115,1453.0,1384,88.0,
2116,1251.0,1457,34.0,
2117,1260.0,1405,40.0,
2118,1221.0,1318,-38.0,
2119,1035.0,1277,-130.0,
2120,1150.0,1336,22.0,
2121,1382.0,1536,298.0,
2122,1370.0,1635,392.0,
2123,1228.0,1562,305.0,
2124,1083.0,1305,210.0,
2125,1011.0,960,239.0,
2126,763.0,950,282.0,
2127,626.0,1144,70.0,
2128,966.0,1255,-99.0,
2129,1341.0,1255,-71.0,
2130,1346.0,1279,-89.0,
2131,1046.0,1285,-176.0,
2132,961.0,1036,-106.0,
2133,1189.0,834,313.0,
2134,1231.0,965,579.0,
2135,1056.0,1189,455.0,
2136,990.0,1252,230.0,
2137,1111.0,1277,114.0,
2138,1140.0,1384,46.0,
2139,1081.0,1414,-148.0,
2140,1313.0,1224,-70.0,
2141,1636.0,955,172.0,
2142,1771.0,867,146.0,
2143,1802.0,900,-44.0,
2144,1737.0,1004,-176.0,
2145,1566.0,1194,-116.0,
2146,1615.0,1472,-96.0,
2147,1808.0,1682,-197.0,
2148,1856.0,1659,-155.0,
2149,1905.0,1525,89.0,
2150,1764.0,1434,217.0,
2151,1330.0,1406,154.0,
2152,1002.0,1314,244.0,
2153,967.0,1158,423.0,
2154,921.0,1090,302.0,
2155,806.0,1163,-100.0,
2156,826.0,1248,-327.0,
2157,1124.0,1282,-182.0,
2158,1360.0,1222,85.0,
2159,1226.0,1144,189.0,
2160,1233.0,1157,56.0,
2161,1382.0,1165,-153.0,
2162,1162.0,1069,-394.0,
2163,737.0,912,-659.0,
2164,675.0,832,-669.0,
2165,973.0,847,-351.0,
2166,1206.0,978,2.0,
2167,1278.0,1057,271.0,
2168,1349.0,1071,540.0,
2169,1570.0,1128,736.0,
2170,1758.0,1110,532.0,
2171,1569.0,1076,-86.0,
2172,1298.0,1002,-614.0,
2173,1317.0,962,-657.0,
2174,1398.0,978,-335.0,
2175,1353.0,918,-171.0,
2176,1373.0,882,-148.0,
2177,1653.0,980,253.0,
2178,1819.0,1097,794.0,
2179,1658.0,1087,785.0,
2180,1503.0,1073,338.0,
2181,1478.0,1096,150.0,
2182,1520.0,1163,122.0,
2183,1392.0,1291,-33.0,
2184,1340.0,1345,-9.0,
2185,1643.0,1358,136.0,
2186,1773.0,1415,269.0,
2187,1557.0,1376,255.0,
2188,1390.0,1226,148.0,
2189,1422.0,1156,272.0,
2190,1349.0,1172,302.0,
2191,1085.0,1163,-61.0,
2192,988.0,1124,-325.0,
2193,1305.0,1095,-97.0,
2194,1670.0,1120,119.0,
2195,1571.0,1123,222.0,
2196,1458.0,1035,380.0,
2197,1636.0,854,263.0,
2198,1749.0,753,46.0,
2199,1682.0,781,-250.0,
2200,1495.0,762,-461.0,
2201,1477.0,811,-158.0,
2202,1472.0,936,427.0,
2203,1360.0,1114,746.0,
2204,1488.0,1157,649.0,
2205,1791.0,973,487.0,
2206,1965.0,827,111.0,
2207,1707.0,779,-347.0,
2208,1385.0,796,-368.0,
2209,1542.0,805,-20.0,
2210,1692.0,920,339.0,
2211,1540.0,1148,362.0,
2212,1472.0,1202,154.0,
2213,1625.0,987,47.0,
2214,1827.0,803,143.0,
2215,1690.0,858,225.0,
2216,1440.0,922,239.0,
2217,1514.0,830,357.0,
2218,1688.0,842,365.0,
2219,1766.0,1138,242.0,
2220,1776.0,1279,128.0,
2221,1762.0,1034,216.0,
2222,1682.0,804,558.0,
2223,1687.0,817,617.0,
2224,1700.0,847,318.0,
2225,1662.0,624,198.0,
2226,1937.0,386,477.0,
2227,2155.0,532,655.0,
2228,2173.0,792,487.0,
2229,2120.0,930,283.0,
2230,1854.0,1128,58.0,
2231,1628.0,1322,-163.0,
2232,1376.0,1432,-124.0,
2233,1322.0,1227,233.0,
2234,1479.0,773,605.0,
2235,1353.0,686,714.0,
2236,1232.0,882,591.0,
2237,1339.0,876,232.0,
2238,1416.0,868,-176.0,
2239,1176.0,1016,-469.0,
2240,961.0,1082,-572.0,
2241,1364.0,963,-146.0,
2242,1918.0,690,523.0,
2243,2129.0,614,907.0,
2244,2001.0,861,951.0,
2245,1759.0,1036,660.0,
2246,1782.0,1011,68.0,
2247,1758.0,976,-504.0,
2248,1605.0,936,-642.0,
2249,1676.0,859,-218.0,
2250,1681.0,782,442.0,
2251,1489.0,653,871.0,
2252,1533.0,543,976.0,
2253,1860.0,556,1007.0,
2254,1906.0,726,991.0,
2255,1622.0,849,562.0,
2256,1593.0,865,-116.0,
2257,1803.0,780,-417.0,
2258,2075.0,480,-189.0,
2259,2152.0,336,245.0,
2260,1784.0,453,549.0,
2261,1536.0,615,661.0,
2262,1618.0,796,566.0,
2263,1801.0,924,170.0,
2264,1895.0,947,-167.0,
2265,1806.0,840,-43.0,
2266,1735.0,832,288.0,
2267,1465.0,957,497.0,
2268,1111.0,1100,597.0,
2269,1113.0,1303,607.0,
2270,1329.0,1329,440.0,
2271,1395.0,1185,234.0,
2272,1227.0,983,59.0,
2273,1432.0,741,-51.0,
2274,1913.0,589,39.0,
2275,1989.0,629,136.0,
2276,1742.0,787,235.0,
2277,1566.0,790,441.0,
2278,1728.0,770,595.0,
2279,1862.0,859,546.0,
2280,1773.0,920,196.0,
2281,1819.0,905,-54.0,
2282,1866.0,779,56.0,
2283,1614.0,753,128.0,
2284,1402.0,809,185.0,
2285,1618.0,953,406.0,
2286,1811.0,1183,531.0,
2287,1712.0,1280,368.0,
2288,1545.0,1268,175.0,
2289,1422.0,1230,292.0,
2290,1294.0,1206,513.0,
2291,1060.0,1030,608.0,
2292,942.0,852,558.0,
2293,1192.0,814,515.0,
2294,1744.0,830,483.0,
2295,2037.0,830,199.0,
2296,1810.0,734,-227.0,
2297,1459.0,650,-272.0,
2298,1160.0,694,234.0,
2299,854.0,919,618.0,
2300,829.0,1041,592.0,
2301,1245.0,964,487.0,
2302,1612.0,861,522.0,
2303,1624.0,875,507.0,
2304,1520.0,1039,401.0,
2305,1685.0,1157,530.0,
2306,1789.0,1203,802.0,
2307,1450.0,1208,853.0,
2308,1231.0,1100,623.0,
2309,1329.0,865,472.0,
2310,1259.0,766,473.0,
2311,1036.0,933,402.0,
2312,1207.0,1075,238.0,
2313,1773.0,1004,73.0,
2314,2079.0,931,92.0,
2315,1729.0,1045,214.0,
2316,1101.0,1194,198.0,
2317,858.0,1218,205.0,
2318,897.0,1162,285.0,
2319,805.0,1008,172.0,
2320,701.0,738,83.0,
2321,914.0,555,400.0,
2322,1337.0,549,848.0,
2323,1580.0,691,1037.0,
2324,1528.0,825,929.0,
2325,1264.0,872,726.0,
2326,996.0,921,470.0,
2327,812.0,919,-8.0,
2328,736.0,877,-537.0,
2329,867.0,817,-659.0,
2330,1290.0,741,-122.0,
2331,1682.0,726,651.0,
2332,1633.0,651,1149.0,
2333,1506.0,511,1350.0,
2334,1459.0,469,1132.0,
2335,1230.0,589,591.0,
2336,915.0,889,-18.0,
2337,894.0,1145,-311.0,
2338,1237.0,1293,-92.0,
2339,1340.0,1360,132.0,
2340,1227.0,1326,262.0,
2341,1312.0,1259,483.0,
2342,1349.0,1167,764.0,
2343,1129.0,1148,612.0,
2344,816.0,1184,-28.0,
2345,784.0,1197,-399.0,
2346,890.0,1163,-231.0,
2347,811.0,1142,208.0,
2348,757.0,1046,543.0,
2349,960.0,805,621.0,
2350,1276.0,661,429.0,
2351,1393.0,702,47.0,
2352,1380.0,852,-341.0,
2353,1356.0,818,-405.0,
2354,1176.0,598,-36.0,
2355,688.0,534,361.0,
2356,253.0,647,534.0,
2357,496.0,753,611.0,
2358,919.0,702,642.0,
2359,1012.0,587,364.0,
2360,1002.0,561,-139.0,
2361,1159.0,612,-321.0,
2362,1559.0,585,119.0,
2363,1634.0,642,745.0,
2364,1337.0,1004,805.0,
2365,1183.0,1324,353.0,
2366,1238.0,1366,-107.0,
2367,1216.0,1404,-280.0,
2368,1036.0,1429,-146.0,
2369,964.0,1284,136.0,
2370,1019.0,1129,492.0,
2371,1029.0,1021,650.0,
2372,938.0,1008,481.0,
2373,914.0,974,402.0,
2374,1090.0,955,538.0,
2375,1175.0,1123,500.0,
2376,927.0,1209,254.0,
2377,842.0,1147,74.0,
2378,1261.0,846,225.0,
2379,1511.0,406,458.0,
2380,1373.0,272,370.0,
2381,1314.0,428,213.0,
2382,1363.0,644,57.0,
2383,1225.0,775,-8.0,
2384,795.0,1030,177.0,
2385,657.0,1312,381.0,
2386,1019.0,1267,578.0,
2387,1229.0,1035,590.0,
2388,1079.0,835,436.0,
2389,1067.0,881,434.0,
2390,1410.0,999,632.0,
2391,1501.0,1003,651.0,
2392,1084.0,1046,181.0,
2393,724.0,1148,-224.0,
2394,676.0,1262,-217.0,
2395,709.0,1402,36.0,
2396,767.0,1500,283.0,
2397,908.0,1337,509.0,
2398,1117.0,998,716.0,
2399,1338.0,744,782.0,
2400,1407.0,736,711.0,
2401,1373.0,965,529.0,
2402,1277.0,1241,539.0,
2403,1199.0,1365,521.0,
2404,1228.0,1310,135.0,
2405,1192.0,1154,-225.0,
2406,1180.0,897,-117.0,
2407,1199.0,786,367.0,
2408,1049.0,876,786.0,
2409,1010.0,1069,868.0,
2410,1243.0,1248,646.0,
2411,1373.0,1182,375.0,
2412,1215.0,1067,30.0,
2413,895.0,993,-179.0,
2414,748.0,986,146.0,
2415,800.0,945,626.0,
2416,837.0,797,895.0,
2417,976.0,758,941.0,
2418,1242.0,773,835.0,
2419,1325.0,863,608.0,
2420,1005.0,913,370.0,
2421,711.0,827,197.0,
2422,884.0,804,34.0,
2423,1098.0,780,79.0,
2424,1145.0,809,121.0,
2425,1387.0,1004,106.0,
2426,1500.0,1099,337.0,
2427,1283.0,954,584.0,
2428,1135.0,853,611.0,
2429,1311.0,905,338.0,
2430,1631.0,1043,122.0,
2431,1633.0,1120,267.0,
2432,1430.0,1109,557.0,
2433,1439.0,1187,756.0,
2434,1568.0,1243,828.0,
2435,1516.0,1303,748.0,
2436,1398.0,1317,298.0,
2437,1419.0,1103,-81.0,
2438,1507.0,792,-35.0,
2439,1435.0,701,267.0,
2440,967.0,893,727.0,
2441,482.0,1091,1062.0,
2442,561.0,1190,1113.0,
2443,927.0,1154,875.0,
2444,1145.0,998,444.0,
2445,1337.0,766,100.0,
2446,1595.0,646,47.0,
2447,1675.0,831,231.0,
2448,1548.0,1107,383.0,
2449,1515.0,1229,310.0,
2450,1593.0,1165,153.0,
2451,1523.0,1114,163.0,
2452,1175.0,1146,342.0,
2453,972.0,1008,546.0,
2454,1264.0,671,743.0,
2455,1567.0,545,814.0,
2456,1534.0,701,622.0,
2457,1505.0,709,292.0,
2458,1742.0,564,192.0,
2459,1800.0,521,409.0,
2460,1379.0,632,539.0,
2461,1033.0,667,477.0,
2462,1095.0,593,376.0,
2463,1262.0,673,304.0,
2464,1253.0,791,345.0,
2465,1299.0,841,440.0,
2466,1779.0,850,572.0,
2467,2155.0,881,666.0,
2468,1758.0,1083,588.0,
2469,1075.0,1243,397.0,
2470,1044.0,1080,348.0,
2471,1468.0,884,489.0,
2472,1398.0,1010,556.0,
2473,1109.0,1182,527.0,
2474,1273.0,1090,437.0,
2475,1694.0,852,430.0,
2476,1780.0,782,446.0,
2477,1547.0,899,358.0,
2478,1636.0,911,391.0,
2479,1877.0,951,483.0,
2480,1697.0,1124,474.0,
2481,1364.0,1246,373.0,
2482,1432.0,1092,395.0,
2483,1650.0,692,586.0,
2484,1595.0,468,568.0,
2485,1398.0,615,343.0,
2486,1393.0,1006,202.0,
2487,1625.0,1220,254.0,
2488,1647.0,1177,377.0,
2489,1509.0,1030,435.0,
2490,1559.0,832,464.0,
2491,1576.0,755,551.0,
2492,1396.0,764,674.0,
2493,1235.0,740,622.0,
2494,1528.0,630,473.0,
2495,1857.0,602,402.0,
2496,1778.0,781,334.0,
2497,1634.0,933,235.0,
2498,1455.0,1013,244.0,
2499,1373.0,1068,427.0,
2500,1218.0,1050,609.0,
2501,1091.0,979,666.0,
2502,1405.0,835,652.0,
2503,1804.0,784,617.0,
2504,1850.0,958,406.0,
2505,1521.0,1169,-19.0,
2506,1392.0,1083,-293.0,
2507,1582.0,714,-169.0,
2508,1614.0,547,119.0,
2509,1491.0,723,350.0,
2510,1486.0,948,716.0,
2511,1609.0,1051,1218.0,
2512,1629.0,1132,1339.0,
2513,1478.0,1125,889.0,
2514,1463.0,905,366.0,
2515,1686.0,694,158.0,
2516,1804.0,719,127.0,
2517,1750.0,967,27.0,
2518,1563.0,1182,-23.0,
2519,1526.0,1197,135.0,
2520,1741.0,1154,291.0,
2521,1804.0,1157,508.0,
2522,1791.0,1097,760.0,
2523,1883.0,965,761.0,
2524,2017.0,923,530.0,
2525,1909.0,932,206.0,
2526,1610.0,939,162.0,
2527,1594.0,1008,340.0,
2528,1654.0,1082,335.0,
2529,1457.0,1220,263.0,
2530,1333.0,1283,346.0,
2531,1544.0,1257,534.0,
2532,1771.0,1243,735.0,
2533,1694.0,1136,754.0,
2534,1537.0,1124,568.0,
2535,1376.0,1137,578.0,
2536,1163.0,1205,788.0,
2537,1200.0,1318,783.0,
2538,1484.0,1248,457.0,
2539,1641.0,1129,162.0,
2540,1386.0,1016,105.0,
2541,1077.0,999,130.0,
2542,1240.0,1017,241.0,
2543,1781.0,979,509.0,
2544,2108.0,1009,718.0,
2545,1998.0,1091,511.0,
2546,1980.0,1127,145.0,
2547,2124.0,1078,116.0,
2548,2164.0,1002,309.0,
2549,1882.0,967,455.0,
2550,1510.0,992,547.0,
2551,1446.0,997,621.0,
2552,1475.0,843,502.0,
2553,1467.0,646,303.0,
2554,1336.0,529,193.0,
2555,1264.0,556,258.0,
2556,1378.0,772,534.0,
2557,1439.0,1012,719.0,
2558,1558.0,1154,733.0,
2559,1789.0,1077,694.0,
2560,1886.0,971,671.0,
2561,1758.0,1046,544.0,
2562,1684.0,1174,284.0,
2563,1670.0,1214,154.0,
2564,1367.0,1211,340.0,
2565,924.0,1371,653.0,
2566,818.0,1434,827.0,
2567,1219.0,1284,880.0,
2568,1682.0,1141,729.0,
2569,1799.0,914,412.0,
2570,1810.0,684,152.0,
2571,1742.0,630,110.0,
2572,1466.0,736,209.0,
2573,1170.0,926,213.0,
2574,1104.0,1029,302.0,
2575,1336.0,1022,641.0,
2576,1594.0,1000,994.0,
2577,1714.0,992,1012.0,
2578,2002.0,990,758.0,
2579,2545.0,921,625.0,
2580,2601.0,895,682.0,
2581,2012.0,911,737.0,
2582,1555.0,955,657.0,
2583,1736.0,1062,391.0,
2584,2071.0,1136,61.0,
2585,1797.0,1314,27.0,
2586,1342.0,1391,340.0,
2587,1226.0,1140,696.0,
2588,1224.0,859,878.0,
2589,1255.0,861,730.0,
2590,1501.0,938,410.0,
2591,1788.0,810,346.0,
2592,1794.0,840,434.0,
2593,1527.0,1107,417.0,
2594,1245.0,1244,301.0,
2595,1203.0,1116,385.0,
2596,1138.0,918,759.0,
2597,882.0,945,968.0,
2598,808.0,991,1094.0,
2599,1057.0,833,1232.0,
2600,1307.0,731,982.0,
2601,1341.0,777,328.0,
2602,1310.0,836,-148.0,
2603,1384.0,796,24.0,
2604,1405.0,789,523.0,
2605,1200.0,1056,887.0,
2606,1078.0,1376,906.0,
2607,1355.0,1395,774.0,
2608,1678.0,1140,731.0,
2609,1526.0,843,501.0,
2610,1192.0,694,210.0,
2611,1143.0,733,186.0,
2612,1295.0,854,359.0,
2613,1415.0,1066,469.0,
2614,1415.0,1217,486.0,
2615,1550.0,1086,583.0,
2616,1638.0,857,718.0,
2617,1204.0,831,665.0,
2618,727.0,1106,333.0,
2619,780.0,1270,91.0,
2620,1200.0,1085,31.0,
2621,1415.0,881,134.0,
2622,1230.0,941,501.0,
2623,1186.0,1179,941.0,
2624,1258.0,1379,1114.0,
2625,1191.0,1551,851.0,
2626,1126.0,1507,501.0,
2627,1231.0,1210,405.0,
2628,1558.0,886,514.0,
2629,1749.0,719,438.0,
2630,1517.0,882,192.0,
2631,1137.0,1203,216.0,
2632,992.0,1413,345.0,
2633,910.0,1429,412.0,
2634,749.0,1257,596.0,
2635,700.0,1031,864.0,
2636,930.0,973,981.0,
2637,1202.0,1142,841.0,
2638,1220.0,1263,707.0,
2639,1214.0,1084,709.0,
2640,1209.0,886,585.0,
2641,1120.0,956,280.0,
2642,1081.0,1196,-72.0,
2643,1227.0,1479,-242.0,
2644,1486.0,1564,-98.0,
2645,1514.0,1483,201.0,
2646,1254.0,1490,631.0,
2647,1134.0,1554,1023.0,
2648,1439.0,1541,1159.0,
2649,1566.0,1407,977.0,
2650,1324.0,1324,635.0,
2651,1302.0,1313,562.0,
2652,1447.0,1237,603.0,
2653,1443.0,1173,240.0,
2654,1273.0,1253,-324.0,
2655,1256.0,1400,-465.0,
2656,1351.0,1381,-22.0,
2657,1218.0,1203,679.0,
2658,1020.0,1164,1068.0,
2659,992.0,1261,979.0,
2660,1043.0,1328,713.0,
2661,847.0,1331,323.0,
2662,631.0,1273,74.0,
2663,973.0,1404,298.0,
2664,1465.0,1588,650.0,
2665,1493.0,1586,695.0,
2666,1301.0,1436,319.0,
2667,1159.0,1142,27.0,
2668,1241.0,952,235.0,
2669,1315.0,973,515.0,
2670,975.0,1272,631.0,
2671,741.0,1707,572.0,
2672,753.0,1874,414.0,
2673,797.0,1699,249.0,
2674,898.0,1435,31.0,
2675,892.0,1414,32.0,
2676,1103.0,1569,160.0,
2677,1426.0,1680,194.0,
2678,1563.0,1620,203.0,
2679,1695.0,1422,344.0,
2680,1630.0,1361,667.0,
2681,1509.0,1417,840.0,
2682,1647.0,1476,753.0,
2683,1903.0,1616,490.0,
2684,2128.0,1836,111.0,
2685,2085.0,2077,-412.0,
2686,1803.0,2072,-821.0,
2687,1721.0,1682,-782.0,
2688,1775.0,1344,-447.0,
2689,1558.0,1411,45.0,
2690,1140.0,1728,528.0,
